brand_name,serise_name,score,level,struct,EngineORbattery,SpeedchunkORcharge,type,price,status,url
东风风神,东风风神S30,3.75,紧凑型车,三厢 ,1.5L 1.6L ,手自一体 手动 自动 ,燃油汽车,5.98-9.98万,停售,https://car.autohome.com.cn/price/series-790-0-3.html#pvareaid=2042206
东风风神,东风风神A60,暂无,紧凑型车,三厢 ,1.4T 1.5L 1.6L ...,湿式双离合 无级 手动 自动 ,燃油汽车,6.97-15.47万,停售,https://car.autohome.com.cn/price/series-2556-0-3.html#pvareaid=2042206
东风风神,东风风神A30,暂无,紧凑型车,三厢 ,1.5L ,手自一体 手动 ,燃油汽车,5.97-8.57万,停售,https://car.autohome.com.cn/price/series-3493-0-3.html#pvareaid=2042206
东风风神,东风风神L60,暂无,紧凑型车,三厢 ,1.6L 1.8L ,手自一体 手动 ,燃油汽车,8.97-12.97万,停售,https://car.autohome.com.cn/price/series-3461-0-3.html#pvareaid=2042206
东风风神,奕炫EV,暂无,紧凑型车,400公里,163马力,"快充0.33小时,慢充8小时",新能源,14.98-15.98万,停售,https://car.autohome.com.cn/price/series-5446-0-3.html#pvareaid=2042206
东风风神,东风A9,暂无,中大型车,三厢 ,1.8T ,手自一体 ,燃油汽车,17.97-21.97万,停售,https://car.autohome.com.cn/price/series-3463-0-3.html#pvareaid=2042206
东风风神,东风风神AX3,暂无,小型SUV,SUV ,1.0T 1.4T 1.5L ...,湿式双离合 手动 自动 ,燃油汽车,6.39-8.79万,停售,https://car.autohome.com.cn/price/series-3786-0-3.html#pvareaid=2042206
东风风神,东风风神AX4,暂无,小型SUV,SUV ,1.0T 1.4T 1.6L ,手动 湿式双离合 ,燃油汽车,6.68-10.18万,停售,https://car.autohome.com.cn/price/series-4383-0-3.html#pvareaid=2042206
东风风神,东风风神EX1,暂无,小型SUV,无,无,无,燃油汽车,7.00-8.00万,停售,https://car.autohome.com.cn/price/series-5345-0-3.html#pvareaid=2042206
东风风神,东风风神E60,暂无,紧凑型车,330-420公里,163马力,"快充0.6小时,慢充9小时",新能源,13.27-13.97万,在售,https://car.autohome.com.cn/price/series-6325.html#pvareaid=2042206
东风风神,奕炫MAX,4.47,中型车,三厢 ,1.5T ,湿式双离合 无级 ,燃油汽车,9.39-13.79万,在售,https://car.autohome.com.cn/price/series-6114.html#pvareaid=2042206
东风风行,风行S50EV,暂无,紧凑型车,255-415公里,122-163马力,"快充0.5小时,慢充11小时",新能源,13.09-24.065万,停售,https://car.autohome.com.cn/price/series-4614-0-3.html#pvareaid=2042206
东风风行,景逸S50,暂无,紧凑型车,三厢 ,1.5L 1.6L 2.0L ,手动 无级 ,燃油汽车,4.89-15.18万,停售,https://car.autohome.com.cn/price/series-3301-0-3.html#pvareaid=2042206
东风风行,风行SX6,暂无,紧凑型SUV,SUV ,1.3T 1.5T 1.6L ...,手动 无级 ,燃油汽车,5.99-12.18万,停售,https://car.autohome.com.cn/price/series-3970-0-3.html#pvareaid=2042206
东风风行,风行T5,4.35,紧凑型SUV,SUV ,1.5T 1.6L 1.6T ...,无级 手自一体 手动 湿式双离合 ,燃油汽车,6.99-15.68万,停售,https://car.autohome.com.cn/price/series-4767-0-3.html#pvareaid=2042206
东风风行,菱智,4.53,中型MPV,MPV ,1.3T 1.5L 1.6L ...,手动 自动 ,燃油汽车,4.99-18.86万,停售,https://car.autohome.com.cn/price/series-2540-0-3.html#pvareaid=2042206
东风风行,菱智M5EV,4.86,中型MPV,200-353公里,109马力,"快充2小时,慢充12小时",新能源,16.99-21.59万,停售,https://car.autohome.com.cn/price/series-4418-0-3.html#pvareaid=2042206
东风风行,风行M7,4.63,中大型MPV,MPV ,2.0T ,手自一体 ,燃油汽车,16.99-22.99万,停售,https://car.autohome.com.cn/price/series-4805-0-3.html#pvareaid=2042206
东风风行,菱智PLUS,4.53,中大型MPV,MPV ,2.0L ,手动 ,燃油汽车,9.99-13.19万,停售,https://car.autohome.com.cn/price/series-5950-0-3.html#pvareaid=2042206
东风风行,景逸,暂无,紧凑型车,两厢 ,1.5L 1.8L 1.8T ,自动 AMT 手动 ,燃油汽车,5.69-14.58万,停售,https://car.autohome.com.cn/price/series-554-0-3.html#pvareaid=2042206
东风风行,景逸SUV,暂无,紧凑型SUV,SUV ,1.6L ,手动 ,燃油汽车,8.09-9.89万,停售,https://car.autohome.com.cn/price/series-2742-0-3.html#pvareaid=2042206
东风风行,景逸X3,暂无,紧凑型SUV,SUV ,1.5L 1.6L ,手动 无级 ,燃油汽车,6.69-8.69万,停售,https://car.autohome.com.cn/price/series-3414-0-3.html#pvareaid=2042206
东风风行,景逸X5,暂无,紧凑型SUV,SUV ,1.5T 1.6L 1.8T ...,手动 无级 ,燃油汽车,6.99-13.88万,停售,https://car.autohome.com.cn/price/series-3128-0-3.html#pvareaid=2042206
东风风行,景逸X6,暂无,紧凑型SUV,SUV ,1.5T 2.0L ,无级 手动 ,燃油汽车,8.49-10.99万,停售,https://car.autohome.com.cn/price/series-4423-0-3.html#pvareaid=2042206
东风风行,景逸XV,暂无,紧凑型SUV,SUV ,1.6L ,无级 ,燃油汽车,7.99-8.69万,停售,https://car.autohome.com.cn/price/series-3785-0-3.html#pvareaid=2042206
东风风行,风行T5L,暂无,中型SUV,SUV ,1.5T 1.6T 1.8T ,湿式双离合 无级 手动 手自一体 ,燃油汽车,7.99-17.69万,停售,https://car.autohome.com.cn/price/series-4921-0-3.html#pvareaid=2042206
东风风行,风行S60EV,暂无,紧凑型车,415公里,163马力,"快充0.5小时,慢充11小时",新能源,15.99万,在售,https://car.autohome.com.cn/price/series-6488.html#pvareaid=2042206
东风风行,风行T5 EVO,4.55,紧凑型SUV,SUV ,1.5T ,湿式双离合 ,燃油汽车,10.39-13.69万,在售,https://car.autohome.com.cn/price/series-5835.html#pvareaid=2042206
东风风行,风行T1EV,暂无,小型SUV,271公里,45马力,"快充0.5小时,慢充4小时",新能源,7.58万,即将销售,https://car.autohome.com.cn/price/series-5441.html#pvareaid=2042206
东风富康,富康ES500,暂无,紧凑型车,351-401公里,122-150马力,"快充0.5小时,慢充8小时",新能源,21.28-23.68万,停售,https://car.autohome.com.cn/price/series-5001-0-3.html#pvareaid=2042206
东风富康,e爱丽舍,暂无,紧凑型车,300-301公里,61-82马力,"快充0.5小时,慢充12小时",新能源,12.98-13.98万,在售,https://car.autohome.com.cn/price/series-5589.html#pvareaid=2042206
东风富康,富康ES600,暂无,紧凑型车,430公里,150马力,"快充0.6小时,慢充10小时",新能源,暂无报价,即将销售,https://car.autohome.com.cn/price/series-6605.html#pvareaid=2042206
东风小康,东风小康C35,4.31,微面,货车 ,1.4L 1.5L ,手动 ,燃油汽车,4.98-5.08万,停售,https://car.autohome.com.cn/price/series-3036-0-3.html#pvareaid=2042206
东风小康,东风小康C36,4.75,微面,客车 ,1.4L 1.5L ,手动 ,燃油汽车,4.78-5.49万,停售,https://car.autohome.com.cn/price/series-3502-0-3.html#pvareaid=2042206
东风小康,东风小康C37,4.75,微面,客车 ,1.2L 1.4L 1.5L ,手动 ,燃油汽车,4.69-6.18万,停售,https://car.autohome.com.cn/price/series-2865-0-3.html#pvareaid=2042206
东风小康,东风小康EC36,3.88,微面,200-300公里,82马力,"快充1.3小时,慢充15小时",新能源,8.29-12.69万,停售,https://car.autohome.com.cn/price/series-4461-0-3.html#pvareaid=2042206
东风小康,东风小康K05S,3.69,微面,货车 ,1.0L 1.2L ,手动 ,燃油汽车,2.79-3.29万,停售,https://car.autohome.com.cn/price/series-4299-0-3.html#pvareaid=2042206
东风小康,东风小康K07S,4.34,微面,客车 ,1.0L 1.2L ,手动 ,燃油汽车,2.79-3.59万,停售,https://car.autohome.com.cn/price/series-3697-0-3.html#pvareaid=2042206
东风小康,东风小康C31,4.33,微卡,货车 ,1.2L 1.5L ,手动 ,燃油汽车,3.59-4.09万,停售,https://car.autohome.com.cn/price/series-3698-0-3.html#pvareaid=2042206
东风小康,东风小康C32,4.45,微卡,货车 ,1.2L 1.5L ,手动 ,燃油汽车,3.89-4.39万,停售,https://car.autohome.com.cn/price/series-3699-0-3.html#pvareaid=2042206
东风小康,东风小康D51,4.36,微卡,货车 ,1.2L 1.5L ,手动 ,燃油汽车,4.09-4.69万,停售,https://car.autohome.com.cn/price/series-5034-0-3.html#pvareaid=2042206
东风小康,东风小康D52,4.50,微卡,货车 ,1.2L 1.5L ,手动 ,燃油汽车,4.39-4.99万,停售,https://car.autohome.com.cn/price/series-5067-0-3.html#pvareaid=2042206
东风小康,东风小康K01,4.09,微卡,货车 ,0.9L 1.0L 1.1L ...,手动 ,燃油汽车,2.58-3.68万,停售,https://car.autohome.com.cn/price/series-2452-0-3.html#pvareaid=2042206
东风小康,东风小康K02,4.52,微卡,货车 ,0.9L 1.0L 1.1L ...,手动 ,燃油汽车,3.19-3.98万,停售,https://car.autohome.com.cn/price/series-2497-0-3.html#pvareaid=2042206
东风小康,东风小康K07,暂无,微面,客车 ,1.0L 1.2L ,手动 ,燃油汽车,2.79-3.69万,停售,https://car.autohome.com.cn/price/series-2500-0-3.html#pvareaid=2042206
东风小康,东风小康K07II,暂无,微面,客车 ,1.0L 1.3L ,手动 ,燃油汽车,2.79-4.28万,停售,https://car.autohome.com.cn/price/series-2501-0-3.html#pvareaid=2042206
东风小康,东风小康K17,暂无,微面,客车 ,1.0L ,手动 ,燃油汽车,2.79-3.39万,停售,https://car.autohome.com.cn/price/series-2499-0-3.html#pvareaid=2042206
东风小康,东风小康C56,4.56,微面,客车 ,1.5L ,手动 ,燃油汽车,5.58-5.98万,在售,https://car.autohome.com.cn/price/series-5862.html#pvareaid=2042206
东风小康,东风小康C51,4.58,微卡,货车 ,1.5L 1.6L ,手动 ,燃油汽车,4.69-5.09万,在售,https://car.autohome.com.cn/price/series-5581.html#pvareaid=2042206
东风小康,东风小康C52,4.68,微卡,货车 ,1.5L 1.6L ,手动 ,燃油汽车,4.99-5.39万,在售,https://car.autohome.com.cn/price/series-5582.html#pvareaid=2042206
东风小康,东风小康C71,4.49,微卡,货车 ,1.6L 2.0L ,手动 ,燃油汽车,4.68-6.18万,在售,https://car.autohome.com.cn/price/series-6179.html#pvareaid=2042206
东风小康,东风小康C72,4.48,微卡,货车 ,1.6L 2.0L ,手动 ,燃油汽车,5.48-6.48万,在售,https://car.autohome.com.cn/price/series-6180.html#pvareaid=2042206
东风小康,东风小康C55,暂无,微卡,货车 ,1.5L ,手动 ,燃油汽车,5.48万,即将销售,https://car.autohome.com.cn/price/series-5778.html#pvareaid=2042206
东风新能源,东风新能源EX1,4.46,小型SUV,301公里,45马力,"快充0.5小时,慢充4小时",新能源,5.27万,停售,https://car.autohome.com.cn/price/series-6003-0-3.html#pvareaid=2042206
东风御风,御风,4.75,轻客,客车 货车 ,2.3T 2.5T 3.0T ,序列 手动 ,燃油汽车,10.38-28.58万,停售,https://car.autohome.com.cn/price/series-2839-0-3.html#pvareaid=2042206
东风御风,御风EV,暂无,轻客,190-330公里,61-136马力,无,新能源,18.80-48.00万,在售,https://car.autohome.com.cn/price/series-4278.html#pvareaid=2042206
东风御风,御风房车,暂无,轻客,无,无,无,燃油汽车,39.98-66.88万,在售,https://car.autohome.com.cn/price/series-5429.html#pvareaid=2042206
东南,东南A5翼舞,暂无,紧凑型车,三厢 ,1.5L ,手动 无级 ,燃油汽车,4.99-7.89万,停售,https://car.autohome.com.cn/price/series-4901-0-3.html#pvareaid=2042206
东南,东南DX3,4.39,小型SUV,SUV ,1.5L 1.5T ,手动 无级 ,燃油汽车,5.99-10.59万,停售,https://car.autohome.com.cn/price/series-4086-0-3.html#pvareaid=2042206
东南,东南DX5,4.88,小型SUV,SUV ,1.5L 1.5T ,无级 手动 ,燃油汽车,7.39-9.99万,停售,https://car.autohome.com.cn/price/series-5308-0-3.html#pvareaid=2042206
东南,东南DX7,4.54,紧凑型SUV,SUV ,1.5T 1.8T 2.0T ,湿式双离合 手动 手自一体 ,燃油汽车,8.99-13.99万,停售,https://car.autohome.com.cn/price/series-3634-0-3.html#pvareaid=2042206
东南,V3菱悦,暂无,紧凑型车,三厢 ,1.5L ,AMT 手动 无级 ,燃油汽车,4.98-8.89万,停售,https://car.autohome.com.cn/price/series-606-0-3.html#pvareaid=2042206
东南,V5菱致,暂无,紧凑型车,三厢 ,1.5L 1.5T ,手动 无级 ,燃油汽车,6.59-11.08万,停售,https://car.autohome.com.cn/price/series-2769-0-3.html#pvareaid=2042206
东南,V6菱仕,暂无,紧凑型车,两厢 ,1.5L 1.5T ,无级 手动 ,燃油汽车,7.39-11.48万,停售,https://car.autohome.com.cn/price/series-2776-0-3.html#pvareaid=2042206
东南,菱帅,暂无,紧凑型车,三厢 ,1.6L ,手动 手自一体 ,燃油汽车,7.89-15.98万,停售,https://car.autohome.com.cn/price/series-126-0-3.html#pvareaid=2042206
东南,东南DX3新能源,暂无,小型SUV,255-351公里,122马力,快充0.5小时,新能源,17.15-19.29万,停售,https://car.autohome.com.cn/price/series-4632-0-3.html#pvareaid=2042206
东南,希旺,暂无,微面,客车 ,1.3L ,手动 ,燃油汽车,3.68-4.98万,停售,https://car.autohome.com.cn/price/series-2477-0-3.html#pvareaid=2042206
东南,得利卡,暂无,轻客,客车 ,2.0L ,手动 ,燃油汽车,6.78-10.98万,停售,https://car.autohome.com.cn/price/series-2530-0-3.html#pvareaid=2042206
Faraday Future,FF 91,暂无,中大型SUV,无,无,无,燃油汽车,暂无报价,在售,https://car.autohome.com.cn/price/series-4285.html#pvareaid=2042206
法拉利,Portofino,暂无,跑车,硬顶敞篷车 ,3.9T ,湿式双离合 ,燃油汽车,263.80万,停售,https://car.autohome.com.cn/price/series-4524-0-3.html#pvareaid=2042206
法拉利,法拉利812,暂无,跑车,硬顶跑车 ,6.5L ,湿式双离合 ,燃油汽车,485.90万,停售,https://car.autohome.com.cn/price/series-4314-0-3.html#pvareaid=2042206
法拉利,California T,暂无,跑车,硬顶敞篷车 ,3.9T 4.3L ,湿式双离合 ,燃油汽车,308.80-352.80万,停售,https://car.autohome.com.cn/price/series-676-0-3.html#pvareaid=2042206
法拉利,法拉利458,暂无,跑车,硬顶敞篷车 硬顶跑车 ,4.5L ,湿式双离合 ,燃油汽车,388.00-558.80万,停售,https://car.autohome.com.cn/price/series-889-0-3.html#pvareaid=2042206
法拉利,法拉利599,暂无,跑车,硬顶跑车 ,6.0L ,AMT ,燃油汽车,492.80万,停售,https://car.autohome.com.cn/price/series-459-0-3.html#pvareaid=2042206
法拉利,F12berlinetta,暂无,跑车,硬顶跑车 ,6.3L ,湿式双离合 ,燃油汽车,530.80万,停售,https://car.autohome.com.cn/price/series-2682-0-3.html#pvareaid=2042206
法拉利,法拉利FF,暂无,跑车,硬顶跑车 ,6.3L ,湿式双离合 ,燃油汽车,530.80万,停售,https://car.autohome.com.cn/price/series-2261-0-3.html#pvareaid=2042206
法拉利,GTC4Lusso,暂无,跑车,硬顶跑车 ,3.9T 6.3L ,湿式双离合 ,燃油汽车,314.50-473.20万,停售,https://car.autohome.com.cn/price/series-4027-0-3.html#pvareaid=2042206
法拉利,LaFerrari,暂无,跑车,硬顶跑车 ,6.3L ,湿式双离合 ,燃油汽车,2250.00万,停售,https://car.autohome.com.cn/price/series-3016-0-3.html#pvareaid=2042206
法拉利,法拉利360,暂无,跑车,软顶敞篷车 硬顶跑车 ,3.6L ,手动 AMT ,燃油汽车,280.00-300.00万,停售,https://car.autohome.com.cn/price/series-361-0-3.html#pvareaid=2042206
法拉利,法拉利488,暂无,跑车,硬顶敞篷车 硬顶跑车 ,3.9T ,湿式双离合 ,燃油汽车,315.50-449.90万,停售,https://car.autohome.com.cn/price/series-3720-0-3.html#pvareaid=2042206
法拉利,法拉利575M,暂无,跑车,硬顶跑车 ,5.7L ,AMT ,燃油汽车,320.00万,停售,https://car.autohome.com.cn/price/series-308-0-3.html#pvareaid=2042206
法拉利,法拉利612,暂无,跑车,硬顶跑车 ,5.7L ,AMT ,燃油汽车,569.80万,停售,https://car.autohome.com.cn/price/series-367-0-3.html#pvareaid=2042206
法拉利,法拉利F430,暂无,跑车,软顶敞篷车 硬顶跑车 ,4.3L ,AMT ,燃油汽车,360.80-445.80万,停售,https://car.autohome.com.cn/price/series-359-0-3.html#pvareaid=2042206
法拉利,Roma,暂无,跑车,硬顶跑车 ,3.9T ,湿式双离合 ,燃油汽车,238.00万,在售,https://car.autohome.com.cn/price/series-5517.html#pvareaid=2042206
法拉利,SF90,暂无,跑车,25公里,3.9T ,无,新能源,488.80-499.80万,在售,https://car.autohome.com.cn/price/series-5324.html#pvareaid=2042206
法拉利,法拉利296 GTB,暂无,跑车,25公里,3.0T ,无,新能源,298.80万,在售,https://car.autohome.com.cn/price/series-6276.html#pvareaid=2042206
法拉利,法拉利F8,4.88,跑车,硬顶敞篷车 硬顶跑车 ,3.9T ,湿式双离合 ,燃油汽车,298.80-341.80万,在售,https://car.autohome.com.cn/price/series-5141.html#pvareaid=2042206
飞碟汽车,飞碟Q2V,暂无,微面,290公里,82马力,"快充1.5小时,慢充8小时",新能源,13.50万,在售,https://car.autohome.com.cn/price/series-5893.html#pvareaid=2042206
飞碟汽车,飞碟Q2T,暂无,微卡,285公里,82马力,"快充1.5小时,慢充8小时",新能源,13.80万,在售,https://car.autohome.com.cn/price/series-5894.html#pvareaid=2042206
飞凡汽车,飞凡ER6,4.51,紧凑型车,620公里,184马力,"快充0.5小时,慢充12小时",新能源,16.28-20.08万,停售,https://car.autohome.com.cn/price/series-5779-0-3.html#pvareaid=2042206
飞凡汽车,飞凡MARVEL R,4.52,中型SUV,460-505公里,186-302马力,"快充0.5小时,慢充12小时",新能源,21.98-26.18万,在售,https://car.autohome.com.cn/price/series-5746.html#pvareaid=2042206
飞凡汽车,飞凡R7,暂无,中大型SUV,无,无,无,燃油汽车,暂无报价,即将销售,https://car.autohome.com.cn/price/series-6072.html#pvareaid=2042206
菲亚特,菲翔,暂无,紧凑型车,三厢 ,1.4T ,手动 干式双离合 ,燃油汽车,10.08-16.88万,停售,https://car.autohome.com.cn/price/series-2767-0-3.html#pvareaid=2042206
菲亚特,致悦,暂无,紧凑型车,两厢 ,1.4T ,手动 干式双离合 ,燃油汽车,10.08-16.88万,停售,https://car.autohome.com.cn/price/series-3267-0-3.html#pvareaid=2042206
菲亚特,派朗,暂无,小型车,三厢 ,1.7L ,手动 ,燃油汽车,7.48-8.38万,停售,https://car.autohome.com.cn/price/series-465-0-3.html#pvareaid=2042206
菲亚特,派力奥,暂无,小型车,两厢 ,1.3L 1.5L ,手动 自动 手自一体 ,燃油汽车,5.58-9.58万,停售,https://car.autohome.com.cn/price/series-89-0-3.html#pvareaid=2042206
菲亚特,西耶那,暂无,小型车,三厢 ,1.3L 1.5L ,手自一体 手动 自动 ,燃油汽车,6.48-9.98万,停售,https://car.autohome.com.cn/price/series-90-0-3.html#pvareaid=2042206
菲亚特,周末风,暂无,小型车,旅行版 ,1.3L 1.5L ,自动 手自一体 手动 ,燃油汽车,7.21-11.68万,停售,https://car.autohome.com.cn/price/series-91-0-3.html#pvareaid=2042206
菲亚特,菲亚特500,暂无,微型车,两厢 软顶敞篷车 ,1.4L ,手自一体 ,燃油汽车,14.78-26.88万,停售,https://car.autohome.com.cn/price/series-601-0-3.html#pvareaid=2042206
菲亚特,朋多,暂无,小型车,两厢 ,1.4L ,手动 ,燃油汽车,14.88-16.66万,停售,https://car.autohome.com.cn/price/series-543-0-3.html#pvareaid=2042206
菲亚特,博悦,暂无,紧凑型车,两厢 ,1.4T ,AMT 手动 ,燃油汽车,16.39-23.90万,停售,https://car.autohome.com.cn/price/series-542-0-3.html#pvareaid=2042206
菲亚特,领雅,暂无,紧凑型车,三厢 ,1.4T ,手动 ,燃油汽车,17.10-18.60万,停售,https://car.autohome.com.cn/price/series-544-0-3.html#pvareaid=2042206
菲亚特,菲跃,暂无,中型SUV,SUV ,2.4L 3.6L ,手自一体 ,燃油汽车,24.98-37.58万,停售,https://car.autohome.com.cn/price/series-2262-0-3.html#pvareaid=2042206
丰田,YARiS L 致享,暂无,小型车,三厢 ,1.3L 1.5L ,手动 无级 ,燃油汽车,6.88-10.58万,停售,https://car.autohome.com.cn/price/series-4259-0-3.html#pvareaid=2042206
丰田,YARiS L 致炫,4.25,小型车,两厢 两厢跨界车 ,1.3L 1.5L ,无级 手动 自动 ,燃油汽车,6.88-10.88万,停售,https://car.autohome.com.cn/price/series-3126-0-3.html#pvareaid=2042206
丰田,雷凌,4.45,紧凑型车,三厢 ,1.2T 1.5L 1.6L ...,无级 手动 ,燃油汽车,10.78-15.98万,停售,https://car.autohome.com.cn/price/series-3462-0-3.html#pvareaid=2042206
丰田,凯美瑞,4.49,中型车,三厢 ,2.0L 2.4L 2.5L ,自动 无级 手自一体 ,燃油汽车,17.98-36.48万,停售,https://car.autohome.com.cn/price/series-110-0-3.html#pvareaid=2042206
丰田,丰田C-HR,4.53,小型SUV,SUV ,2.0L ,无级 ,燃油汽车,14.18-18.08万,停售,https://car.autohome.com.cn/price/series-4645-0-3.html#pvareaid=2042206
丰田,威兰达,4.50,紧凑型SUV,SUV ,2.0L 2.5L ,无级 ,燃油汽车,17.18-24.18万,停售,https://car.autohome.com.cn/price/series-5472-0-3.html#pvareaid=2042206
丰田,汉兰达,4.51,中型SUV,SUV ,2.0T 2.7L 3.5L ,手自一体 ,燃油汽车,23.98-42.98万,停售,https://car.autohome.com.cn/price/series-771-0-3.html#pvareaid=2042206
丰田,雅力士,暂无,小型车,两厢 ,1.3L 1.6L ,手动 自动 ,燃油汽车,8.70-12.56万,停售,https://car.autohome.com.cn/price/series-505-0-3.html#pvareaid=2042206
丰田,逸致,暂无,紧凑型MPV,MPV ,1.6L 1.8L 2.0L ,无级 手动 ,燃油汽车,14.98-23.98万,停售,https://car.autohome.com.cn/price/series-2237-0-3.html#pvareaid=2042206
丰田,威驰,4.38,小型车,三厢 ,1.3L 1.5L 1.6L ,无级 手动 自动 ,燃油汽车,6.88-15.98万,停售,https://car.autohome.com.cn/price/series-111-0-3.html#pvareaid=2042206
丰田,威驰FS,4.35,小型车,两厢 ,1.3L 1.5L ,手动 无级 ,燃油汽车,6.88-10.78万,停售,https://car.autohome.com.cn/price/series-4260-0-3.html#pvareaid=2042206
丰田,卡罗拉,4.49,紧凑型车,三厢 ,1.2T 1.6L 1.8L ...,无级 手动 自动 ,燃油汽车,10.58-19.98万,停售,https://car.autohome.com.cn/price/series-526-0-3.html#pvareaid=2042206
丰田,亚洲龙,4.55,中型车,三厢 ,2.0L 2.5L ,手自一体 无级 ,燃油汽车,20.88-28.98万,停售,https://car.autohome.com.cn/price/series-4962-0-3.html#pvareaid=2042206
丰田,奕泽IZOA,4.57,小型SUV,SUV ,2.0L ,无级 ,燃油汽车,14.58-17.68万,停售,https://car.autohome.com.cn/price/series-4646-0-3.html#pvareaid=2042206
丰田,RAV4荣放,4.51,紧凑型SUV,SUV ,2.0L 2.4L 2.5L ,自动 无级 手自一体 手动 ,燃油汽车,17.48-27.28万,停售,https://car.autohome.com.cn/price/series-770-0-3.html#pvareaid=2042206
丰田,雷凌双擎E+,4.57,紧凑型车,55公里,1.8L ,慢充3小时,新能源,20.38-21.88万,在售,https://car.autohome.com.cn/price/series-4837.html#pvareaid=2042206
丰田,凌尚,4.56,紧凑型车,三厢 ,2.0L ,无级 ,燃油汽车,14.88-15.88万,在售,https://car.autohome.com.cn/price/series-5963.html#pvareaid=2042206
丰田,丰田C-HR EV,4.58,小型SUV,400公里,204马力,"快充0.83小时,慢充6.5小时",新能源,22.58-24.98万,在售,https://car.autohome.com.cn/price/series-5270.html#pvareaid=2042206
丰田,锋兰达,4.60,紧凑型SUV,SUV ,2.0L ,无级 ,燃油汽车,12.58-16.98万,在售,https://car.autohome.com.cn/price/series-6414.html#pvareaid=2042206
丰田,威兰达新能源,4.55,紧凑型SUV,87-95公里,2.5L ,无,新能源,25.88-29.98万,在售,https://car.autohome.com.cn/price/series-5977.html#pvareaid=2042206
丰田,威飒,4.88,中型SUV,SUV ,2.0L 2.5L ,无级 ,燃油汽车,21.68-30.38万,在售,https://car.autohome.com.cn/price/series-6385.html#pvareaid=2042206
丰田,赛那SIENNA,4.58,中大型MPV,MPV ,2.5L ,无级 ,燃油汽车,30.98-40.58万,在售,https://car.autohome.com.cn/price/series-6272.html#pvareaid=2042206
丰田,丰田86,暂无,跑车,无,无,无,燃油汽车,暂无报价,即将销售,https://car.autohome.com.cn/price/series-2574.html#pvareaid=2042206
福迪,雄师F16,暂无,皮卡,皮卡 ,2.0T 2.2L 2.4L ...,手动 ,燃油汽车,5.98-9.38万,停售,https://car.autohome.com.cn/price/series-2895-0-3.html#pvareaid=2042206
福迪,雄师F22,4.53,皮卡,皮卡 ,1.9T 2.4L ,手动 ,燃油汽车,7.78-12.78万,停售,https://car.autohome.com.cn/price/series-3754-0-3.html#pvareaid=2042206
福迪,揽福,暂无,中型SUV,SUV ,1.9T 2.0T 2.4L ,手自一体 手动 ,燃油汽车,8.98-16.38万,停售,https://car.autohome.com.cn/price/series-3633-0-3.html#pvareaid=2042206
福迪,探索者Ⅱ,暂无,中型SUV,SUV ,2.2L ,手动 ,燃油汽车,6.98万,停售,https://car.autohome.com.cn/price/series-2454-0-3.html#pvareaid=2042206
福迪,探索者Ⅲ,暂无,中型SUV,SUV ,2.0T 2.2L 2.8T ,手动 ,燃油汽车,8.18-9.38万,停售,https://car.autohome.com.cn/price/series-2455-0-3.html#pvareaid=2042206
福迪,探索者6,暂无,中型SUV,SUV ,2.0L 2.5T ,手动 ,燃油汽车,8.98-10.98万,停售,https://car.autohome.com.cn/price/series-2453-0-3.html#pvareaid=2042206
福迪,小超人,暂无,皮卡,皮卡 ,2.0T 2.2L 2.8T ,手动 ,燃油汽车,4.98-6.78万,停售,https://car.autohome.com.cn/price/series-2475-0-3.html#pvareaid=2042206
福迪,雄狮,暂无,皮卡,皮卡 ,2.0T ,手动 ,燃油汽车,7.38-9.38万,停售,https://car.autohome.com.cn/price/series-2894-0-3.html#pvareaid=2042206
福特,福克斯,4.50,紧凑型车,两厢 三厢 ,1.0T 1.5L 1.5T ...,干式双离合 自动 手自一体 手动 ,燃油汽车,9.98-16.99万,停售,https://car.autohome.com.cn/price/series-364-0-3.html#pvareaid=2042206
福特,福克斯Active,4.57,紧凑型车,两厢跨界车 ,1.5T ,手自一体 ,燃油汽车,13.98-15.38万,停售,https://car.autohome.com.cn/price/series-5383-0-3.html#pvareaid=2042206
福特,福睿斯,4.52,紧凑型车,三厢 ,1.0T 1.5L ,手自一体 手动 ,燃油汽车,7.98-12.23万,停售,https://car.autohome.com.cn/price/series-3347-0-3.html#pvareaid=2042206
福特,金牛座,4.48,中型车,三厢 ,1.5T 2.0T 2.7T ,手自一体 ,燃油汽车,23.38-36.98万,停售,https://car.autohome.com.cn/price/series-3693-0-3.html#pvareaid=2042206
福特,蒙迪欧,4.49,中型车,三厢 ,1.5T 2.0L 2.0T ...,自动 无级 手自一体 手动 ,燃油汽车,16.98-31.98万,停售,https://car.autohome.com.cn/price/series-117-0-3.html#pvareaid=2042206
福特,锐际,4.49,紧凑型SUV,SUV ,2.0T ,自动 ,燃油汽车,17.98-18.98万,停售,https://car.autohome.com.cn/price/series-5211-0-3.html#pvareaid=2042206
福特,锐界,4.49,中型SUV,SUV ,2.0T 2.7T ,自动 手自一体 ,燃油汽车,22.98-44.98万,停售,https://car.autohome.com.cn/price/series-3615-0-3.html#pvareaid=2042206
福特,嘉年华,暂无,小型车,两厢 三厢 ,1.0T 1.3L 1.5L ...,手动 自动 干式双离合 手自一体 ,燃油汽车,7.28-12.29万,停售,https://car.autohome.com.cn/price/series-659-0-3.html#pvareaid=2042206
